001	000001	0.733465	0.584677
001	000002	0.733465	0.584677
002	000001	0.777159	0.642778
002	000002	0.777159	0.642778
003	000001	0.722754	0.627341
003	000002	0.722754	0.627341
004	000001	0.732738	0.563218
004	000002	0.732738	0.563218
005	000001	0.715744	0.802326
005	000002	0.790682	0.854651
006	000001	0.709436	0.746914
006	000002	0.782628	0.876543
001	000001	0.890858	0.713710
001	000002	0.910722	0.695565
002	000001	0.876874	0.725000
002	000002	0.884154	0.713333
003	000001	0.867205	0.902622
003	000002	0.889769	0.904494
004	000001	0.868056	0.551724
004	000002	0.897669	0.511494
005	000001	0.861794	0.930233
005	000002	0.880174	0.953488
006	000001	0.874731	0.816872
006	000002	0.897560	0.886831
